fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,June,29,TAMIL NADU,2930,KRISHNAGIRI,1214984,262.578336646204,8,285,9.03948419999999,938,4,9229,216328,27201,38677,1142,2780,142.23463,719.3045783,25583,26153,254583,285457,0,295542,333230,10167,568.0304641,196534,68,13.2,17.58,100,NA
2025-2026,June,29,TAMIL NADU,2931,ARIYALUR,614656,561.378116407101,6,97,0,1950,1,3139,67934,15987,56474,1636,3022,44.05282,425.4194296,10350,11406,179810,254663,0,192046,268254,5089,381.3666096,52148,48,15.73,13.73,100,NA
2025-2026,June,29,TAMIL NADU,2905,VELLORE,467503,524.151651023843,8,100,0,1370,1,7360,88539,23534,37799,4664,4627,49.70634,513.7849703,10181,10505,132514,155114,0,146481,185573,8730,464.0786303,76762,67,16.5,19.3,100.01,NA
2025-2026,June,29,TAMIL NADU,2909,DHARMAPURI,921898,328.320977303457,6,354,15.5521,986,4,8896,207080,25088,37694,7024,8387,76.18605,771.6252298,32762,33589,241869,276476,0,276910,313870,9882,679.8870798,192416,56,38.38,41.67,100,NA
2025-2026,June,29,TAMIL NADU,2910,ERODE,467061,360.77768166308,8,276,0,2067,1,5322,111071,26972,45933,1200,2961,65.5007,466.2200788,12735,12988,140195,163285,0,192189,224881,7389,400.7193788,94568,63,33.64,36.12,100,NA
2025-2026,June,29,TAMIL NADU,2911,COIMBATORE,233709,524.835750936998,9,11,48.3518675,1999,4,3773,22412,6854,28783,773,1740,66.8156,232.793656,2334,2388,74443,83185,0,109671,122580,5772,117.6261885,19801,60,30.41,22.22,100,NA
2025-2026,June,29,TAMIL NADU,2931,ARIYALUR,614656,433.06083225447,6,189,0,1990,1,3110,122042,26563,56477,2165,3022,44.05282,572.5689209,18188,20188,179831,254687,0,192050,268259,5100,528.5161009,94884,48,24.2,23.3,100,NA
2025-2026,June,29,TAMIL NADU,2935,TIRUPATHUR,570365,557.335901425372,8,67,2.63,2936,0,5181,67421,11459,25398,2056,5018,41.46439,419.8558281,7963,8250,129444,149181,0,141751,164026,8117,375.7614381,60046,65,13.93,15.94,100,NA
2025-2026,June,29,TAMIL NADU,2936,TENKASI,570941,339.013212212797,10,138,0,785,0,5030,116468,26336,62151,3,71,57.27983,452.121738,10765,11521,138568,189222,0,164442,218881,5815,394.841908,91092,53,12.67,17.95,100,NA
2025-2026,June,29,TAMIL NADU,2937,KALLAKURICHI,841956,323.131905091791,9,563,9.79389,2486,0,10601,528321,158818,161825,19059,20571,86.42036,1803.3879623,53389,63254,295544,511803,2,315945,536760,13087,1707.1737123,387861,42,28.93,23.18,100,NA
2025-2026,June,29,TAMIL NADU,2914,NAGAPATTINAM,340302,428.734096604098,8,36,0,2810,0,3201,65049,26932,82668,84,249,48.20696,327.0942025,7249,8494,106554,164534,0,119627,180095,6011,278.8872425,49409,69,9.61,3.79,100,NA
2025-2026,June,29,TAMIL NADU,2915,TIRUVARUR,432827,458.632659307321,8,112,122.9631308,4477,12,4807,78449,31076,144969,6,39,94.31214,577.0680057,9079,10587,178912,271053,1,197171,292906,9284,359.7927349,57913,42,19.54,7.88,100,NA
2025-2026,June,29,TAMIL NADU,2918,PERAMBALUR,483472,278.351905736961,7,537,3.5266271,394,0,2350,302791,95274,55095,1374,493,32.19221,878.543356000001,38201,41795,122779,174780,0,142963,197854,2744,842.824518900001,254213,53,47.32,47.98,100,NA
2025-2026,June,29,TAMIL NADU,2921,THENI,325164,412.258968775635,7,283,0,667,1,2568,96303,21205,24797,573,169,41.00493,438.0226847,13341,13913,83633,101728,0,114455,135660,3235,397.0177547,80567,38,53.71,62.44,100,NA
2025-2026,June,29,TAMIL NADU,2923,RAMANATHAPURAM,1287283,268.50844166325,8,2008,0.00679,1604,5,11654,309779,68928,62652,40,23,98.26998,930.0595355,36419,38130,197992,244087,0,223181,271630,13258,831.7827655,266207,65,22.19,28.21,100,NA
2025-2026,June,29,TAMIL NADU,2927,THOOTHUKKUDI,868701,287.900837302582,7,830,0,769,5,5566,370977,122508,58744,154,155,87.40211,1155.4479992,49422,50969,150186,177823,0,171646,212932,6335,1068.0458892,328149,23,37.96,37.64,100,NA
2025-2026,June,29,TAMIL NADU,2936,TENKASI,570941,341.963195406351,10,140,0,932,0,5112,119121,27129,62160,3,71,57.27983,464.629808,10991,11759,138592,189257,0,164459,218913,6044,407.349978,93037,52,12.78,17.31,100,NA
2025-2026,June,29,TAMIL NADU,2902,TIRUVALLUR,1212916,209.109144602645,8,765,4.6553256,2301,2,11514,592216,189303,118019,33016,8636,137.59016,1380.6232974,73225,74374,264909,310919,0,309782,376275,13815,1238.3778118,537282,43,30.25,30.6,100,NA
2025-2026,June,29,TAMIL NADU,2904,VILLUPURAM,1931132,254.767144898038,7,3190,3.9974,2260,0,9921,520780,159765,176363,8194,6870,171.58596,1502.3596972,70043,73930,428088,597803,0,458637,640526,12181,1326.7763372,424538,47,23.92,19.25,100,NA
2025-2026,June,29,TAMIL NADU,2905,VELLORE,467503,517.12273974519,8,103,0,1475,1,7398,92932,24539,37809,4723,4627,49.70634,530.2788445,10507,10853,132547,155166,0,146498,185593,8873,480.5725045,80472,67,15.22,18.06,100.01,NA
2025-2026,June,29,TAMIL NADU,2921,THENI,325164,374.409310427476,7,386,0,668,1,2596,141856,32357,24825,679,169,41.00493,572.1270014,18978,19968,83690,101802,0,114482,135696,3264,531.1220714,118826,38,58.17,68.72,100,NA
2025-2026,June,29,TAMIL NADU,2928,KANNIYAKUMARI,167730,302.146098078328,8,98,16.0813358,296,3,2137,71188,5863,4122,111,242,40.983,272.1561001,7998,8229,38366,47668,1,77738,95959,2433,215.0917643,59278,58,47.4,44.54,100,NA
2025-2026,June,29,TAMIL NADU,2933,CHENGALPATTU,627014,329.6546335307,8,1042,0,3334,0,5696,393007,179270,103516,9144,4267,71.93118,1367.4969656,47926,48974,194884,238617,0,219003,278189,9030,1295.5657856,347109,54,17.49,32.11,100,NA
2025-2026,June,29,TAMIL NADU,2903,CUDDALORE,1392715,279.426849298572,8,1709,130.0949813,2641,3,12117,805500,281113,252268,6335,3450,149.32593,2530.2041824,96928,106900,418781,675725,0,469513,737396,14758,2250.7832711,647228,41,35.3,39.43,100.01,NA
2025-2026,June,29,TAMIL NADU,2908,NAMAKKAL,614778,253.577977963622,8,979,0.04995,1174,4,5868,380008,102152,63475,32158,20772,93.51801,1057.1845625,47408,48586,181533,226733,0,220516,276583,7042,963.6166025,337477,43,35.97,56.38,100,NA
2025-2026,June,29,TAMIL NADU,2910,ERODE,467061,324.401189189949,8,375,0,2157,1,5414,142349,35877,45949,1652,2961,65.5007,527.2825488,16293,16596,140263,163373,0,192212,224913,7571,461.7818488,121146,62,37.15,40.6,100,NA
2025-2026,June,29,TAMIL NADU,2911,COIMBATORE,233709,478.977169326377,8,13,48.3518675,2024,4,3835,26068,8011,28804,1044,1741,66.8156,240.027236,2949,3004,74476,83241,0,109755,122704,5859,124.8597685,23135,59,31.62,22.55,100,NA
2025-2026,June,29,TAMIL NADU,2914,NAGAPATTINAM,340302,426.37688138998,9,37,0,2820,0,3225,66706,27610,82668,84,249,48.20696,332.6259225,7301,8569,106567,164554,0,119634,180104,6045,284.4189625,50493,69,9.48,3.73,100,NA
2025-2026,June,29,TAMIL NADU,2917,KARUR,605092,441.237762089263,7,298,0,327,0,5774,107368,26083,36337,12,25,43.13854,516.8867004,15013,15435,123803,154568,0,142693,177355,6101,473.7481604,93419,69,67.24,76.53,100,NA
2025-2026,June,29,TAMIL NADU,2918,PERAMBALUR,483472,278.237690021739,8,572,3.5266271,399,0,2363,327081,101465,55095,1397,493,32.19221,945.781456000002,40787,44613,122787,174792,0,142969,197864,2762,910.062618900003,275030,53,48.76,49.51,100,NA
2025-2026,June,29,TAMIL NADU,2921,THENI,325164,377.985000936695,7,370,0,667,1,2573,128110,29673,24816,634,169,41.00493,525.2415147,17587,18490,83672,101773,0,114462,135671,3240,484.2365847,107527,38,56.37,67.07,100,NA
2025-2026,June,29,TAMIL NADU,2927,THOOTHUKKUDI,868701,296.702394344648,7,875,0,769,5,5589,398702,130673,58757,160,155,87.40211,1270.3604903,51858,53519,150221,177864,0,171652,212938,6358,1182.9583803,352772,23,39.17,38.94,100,NA
2025-2026,June,29,TAMIL NADU,2935,TIRUPATHUR,570365,488.61793752522,8,87,2.63,2960,0,5411,84258,14780,25406,2569,5021,41.46439,455.7940918,9848,10210,129472,149216,0,141766,164053,8371,411.6997018,75556,66,12.67,17.44,100,NA
2025-2026,June,29,TAMIL NADU,2901,KANCHIPURAM,443578,312.240799046588,7,385,0.2901288,1408,0,4095,248371,95810,57077,4942,2532,65.11772,840.9234438,32510,33128,128394,156602,0,141470,177725,5503,775.515595,219118,56,32.36,45.74,100,NA
2025-2026,June,29,TAMIL NADU,2902,TIRUVALLUR,1212916,215.389285017073,7,737,4.6553256,2178,2,11222,547076,174298,118011,29842,8631,137.59016,1320.5885705,70182,71265,264869,310868,0,309717,376195,13400,1178.3430849,496467,42,31.25,31.35,100,NA
2025-2026,June,29,TAMIL NADU,2903,CUDDALORE,1392715,288.52890835956,8,1619,130.0949813,2538,3,12068,755267,261973,252254,5762,3450,149.32593,2458.5845416,91893,101128,418762,675690,0,469492,737359,14606,2179.1636303,607880,42,34.19,38.19,100.01,NA
2025-2026,June,29,TAMIL NADU,2906,TIRUVANNAMALAI,3152728,188.204463510885,6,8421,0,3069,4,9673,1166156,281688,149721,33402,27634,208.27792,2403.0355635,171281,177875,512338,656011,0,540599,686486,12742,2194.7576435,966347,42,37.74,37.12,100,NA
2025-2026,June,29,TAMIL NADU,2909,DHARMAPURI,921898,337.284124392395,6,370,15.5521,986,4,8939,213132,25929,37698,7042,8387,76.18605,810.59855,33736,34587,241880,276487,0,276915,313875,9925,718.8604,198206,56,38.67,42.38,100,NA
2025-2026,June,29,TAMIL NADU,2911,COIMBATORE,233709,524.066342991734,9,11,48.3518675,1999,4,3834,22502,6862,28801,815,1741,66.8156,233.092876,2358,2412,74463,83225,0,109743,122690,5833,117.9254085,19886,59,30.44,22.25,100,NA
2025-2026,June,29,TAMIL NADU,2912,THE NILGIRIS,176255,376.337613149438,11,22,0,837,0,1908,29872,9967,11531,4786,3596,28.13095,140.5505218,2618,2844,30665,39111,0,55964,68458,2745,112.4195718,22532,85,15.73,12.63,100,NA
2025-2026,June,29,TAMIL NADU,2917,KARUR,605092,458.623574550063,7,282,0,325,0,5769,98625,24182,36336,12,25,43.13854,495.4560404,13788,14187,123801,154563,0,142692,177350,6094,452.3175004,85838,69,67.43,74.95,100,NA
2025-2026,June,29,TAMIL NADU,2918,PERAMBALUR,483472,278.351905736961,7,537,3.5266271,386,0,2327,302791,95274,55094,1374,493,32.19221,878.543356000001,38201,41795,122777,174779,0,142962,197854,2713,842.824518900001,254213,53,48.01,48.95,100,NA
2025-2026,June,29,TAMIL NADU,2920,MADURAI,1458744,520.964147105648,6,610,0,3382,6,10333,137561,29070,66791,524,659,114.09263,830.7361204,20829,21323,271867,319778,0,299599,360341,13715,716.6434904,122975,59,15.14,11.6,100,NA
2025-2026,June,29,TAMIL NADU,2924,VIRUDHUNAGAR,1251670,299.189441692556,8,910,0,614,1,4026,288085,91671,75747,30,118,79.45075,941.370653099999,35491,36876,215849,264862,0,247415,299264,4640,861.919903099999,244006,39,14.11,39.65,100,NA
2025-2026,June,29,TAMIL NADU,2926,TIRUNELVELI,545310,361.293854584156,9,85,0,477,0,5745,104294,25137,33785,98,139,57.4524,434.2602127,10433,10781,96448,113597,0,120127,139481,6222,376.8078127,91611,42,7.37,15.01,100,NA
2025-2026,June,29,TAMIL NADU,2927,THOOTHUKKUDI,868701,305.512982084779,7,810,0,766,5,5493,349591,113883,58741,148,155,87.40211,1155.4479992,47549,49004,150168,177799,0,171638,212922,6259,1068.0458892,309428,22,37.71,37.14,100,NA
2025-2026,June,29,TAMIL NADU,2901,KANCHIPURAM,443578,304.462268889601,7,435,0.2901288,1440,0,4298,280710,108009,57102,5530,2532,65.11772,920.0638838,35393,36084,128441,156657,0,141485,177743,5738,854.656035,246966,58,33.22,46.96,100,NA
2025-2026,June,29,TAMIL NADU,2904,VILLUPURAM,1931132,273.732715723997,7,2762,3.9974,2257,0,9770,448849,139407,176334,7005,6867,171.58596,1404.2299172,60797,64329,428051,597736,0,458618,640476,12027,1228.6465572,365470,47,22.23,17.08,100,NA
2025-2026,June,29,TAMIL NADU,2911,COIMBATORE,233709,480.137544702942,8,13,48.3518675,2024,4,3836,26005,7973,28804,1044,1741,66.8156,240.027236,2939,2994,74476,83241,0,109755,122704,5860,124.8597685,23090,59,31.62,22.54,100,NA
2025-2026,June,29,TAMIL NADU,2913,THANJAVUR,892913,300.527778623398,7,200,0,2408,12,8425,164245,46433,116707,186,119,130.98749,624.58934,21310,22564,271791,365946,0,297940,394947,10833,493.60185,139326,43,27.4,16.34,100,NA
2025-2026,June,29,TAMIL NADU,2915,TIRUVARUR,432827,447.929667315979,8,120,122.9631308,4573,12,4843,84705,33790,144975,6,39,94.31214,596.6940955,9882,11465,178918,271069,1,197194,292940,9416,379.4188247,62869,43,19.14,8.49,100,NA
2025-2026,June,29,TAMIL NADU,2920,MADURAI,1458744,493.601514378883,6,660,0,3389,6,10450,149038,31809,66791,524,659,114.09263,849.746455,22561,23093,271872,319782,0,299604,360346,13839,735.653825,133612,59,15.71,12.19,100,NA
2025-2026,June,29,TAMIL NADU,2925,SIVAGANGAI,876902,278.337754847689,6,498,0,1431,5,9463,219847,53219,45571,10,19,138.68792,750.6051239,35419,36059,186045,220849,0,202073,238412,10894,611.9172039,200360,41,28.04,29.28,100,NA
2025-2026,June,29,TAMIL NADU,2926,TIRUNELVELI,545310,335.835470165783,9,99,0,502,0,5770,119192,28219,33788,106,139,57.4524,457.7414136,12059,12421,96474,113628,0,120128,139483,6272,400.2890136,104904,42,7.74,16.1,100,NA
2025-2026,June,29,TAMIL NADU,2934,Ranipet,941355,343.187353769447,7,488,0,1874,0,5474,303254,83290,54532,6172,2272,61.28222,1102.0115978,41058,42537,157916,218724,0,182843,247932,7348,1040.7293778,273274,54,29.05,33.3,100,NA
2025-2026,June,29,TAMIL NADU,2936,TENKASI,570941,324.8143858121,10,171,0,994,0,5106,132028,30293,62162,3,71,57.27983,486.1257673,12452,13313,138599,189268,0,164465,218923,6100,428.8459373,102617,53,13.76,18.78,100,NA
2025-2026,June,29,TAMIL NADU,2902,TIRUVALLUR,1212916,215.115630429828,8,769,4.6553256,2591,2,11657,609941,194946,118031,34187,8639,137.59016,1454.323913,74086,75252,264930,310951,0,309814,376313,14248,1312.0784274,553180,43,30.33,31.19,100,NA
2025-2026,June,29,TAMIL NADU,2904,VILLUPURAM,1931132,276.389026251966,7,3544,3.9974,2411,0,10014,590851,182367,176381,8892,6870,171.58596,1808.6306855,78794,83289,428154,597901,0,458702,640630,12425,1633.0473255,480436,47,25,21.06,100,NA
2025-2026,June,29,TAMIL NADU,2905,VELLORE,467503,507.583608094034,9,114,0,1654,1,7343,100815,26607,37819,5106,4627,49.70634,561.4267545,11151,11527,132561,155185,0,146531,185641,8997,511.7204145,87352,68,14.81,17.99,100.01,NA
2025-2026,June,29,TAMIL NADU,2908,NAMAKKAL,614778,257.419121827613,8,1090,0.04995,1255,4,6012,427399,115688,63477,33525,20773,93.51801,1193.7747125,51496,52856,181576,226775,0,220534,276601,7267,1100.2067525,379152,42,38.1,58.43,100,NA
2025-2026,June,29,TAMIL NADU,2916,TIRUCHIRAPPALLI,851548,284.364910627117,6,1259,0,3029,3,6013,471172,94687,82897,5825,5096,84.71954,1424.5673767,69618,71516,302165,374183,1,322000,400474,9042,1339.8478367,411303,49,31.62,44.85,100,NA
2025-2026,June,29,TAMIL NADU,2919,PUDUKKOTTAI,946757,263.342254935338,7,577,0,2455,4,9349,655021,110796,82033,12,3,122.41406,1847.3611317,82620,85898,293621,424135,0,332532,474502,11804,1724.9470717,590377,46,16.78,48.43,100,NA
2025-2026,June,29,TAMIL NADU,2938,MAYILADUTHURAI,378653,282.757981436775,7,191,0,673,0,5377,213325,92202,106491,113,275,45.44548,648.6389439,28417,33349,153127,233433,0,161904,243324,6050,603.1934639,167940,46,37.14,34.22,100,NA
2025-2026,June,29,TAMIL NADU,2904,VILLUPURAM,1931132,278.881450505715,7,3514,3.9974,2308,0,10019,583431,180418,176378,8656,6870,171.58596,1802.6641955,77696,82166,428152,597891,0,458656,640569,12327,1627.0808355,474245,47,24.98,20.99,100,NA
2025-2026,June,29,TAMIL NADU,2907,SALEM,873922,323.145384358201,8,516,198.6673715,2849,0,11856,340971,63282,80984,28331,30158,101.14444,1401.64386,40995,42023,341356,422861,0,437630,530776,14705,1101.8320485,305277,55,18.14,26.07,100,NA
2025-2026,June,29,TAMIL NADU,2909,DHARMAPURI,921898,305.04580873441,6,508,15.5521,1007,4,8970,306924,38866,37710,9548,8395,76.18605,1027.996948,46624,47973,241965,276590,0,276947,313922,9977,936.258798000001,284517,56,44.95,49.38,100,NA
2025-2026,June,29,TAMIL NADU,2922,DINDIGUL,1192465,442.786371460714,8,379,0,3178,6,13371,221337,51198,82731,376,358,185.73584,1165.785911,25838,26917,281295,340639,0,314238,375931,16549,980.050071,190122,78,37.28,39.06,100,NA
2025-2026,June,29,TAMIL NADU,2933,CHENGALPATTU,627014,343.71598854628,8,1130,0,3384,0,5855,429904,192680,103526,10320,4269,71.93118,1549.5799634,51925,53073,194905,238640,0,219011,278200,9239,1477.6487834,379665,54,17.89,34.08,100,NA
2025-2026,June,29,TAMIL NADU,2903,CUDDALORE,1392715,274.710679947713,8,2149,130.0949813,2801,3,12460,999871,352439,252324,7483,3457,149.32593,3026.173334,118552,130964,418900,675916,0,469560,737508,15261,2746.7524227,805006,41,39.27,44.14,100.01,NA
2025-2026,June,29,TAMIL NADU,2910,ERODE,467061,313.458629627305,8,517,0,2254,0,5504,175237,43978,45956,2040,2962,65.5007,614.7961988,20526,20887,140304,163373,0,192242,224893,7758,549.2954988,149186,62,40.01,44.21,100,NA
2025-2026,June,29,TAMIL NADU,2911,COIMBATORE,233709,438.256837874191,8,17,48.3518675,2034,2,3881,31969,10035,28811,1378,1743,66.8156,255.273796,3672,3732,74485,83258,0,109766,122725,5915,140.1063285,28484,59,32.68,24.02,100,NA
2025-2026,June,29,TAMIL NADU,2918,PERAMBALUR,483472,272.766903368059,8,649,3.5266271,434,0,2413,403645,121173,55103,1833,494,32.19221,1136.7288042,47966,52642,122823,174845,0,142975,197880,2847,1101.0099671,339859,54,50.49,52.26,100,NA
2025-2026,June,29,TAMIL NADU,2920,MADURAI,1458744,430.920565928623,6,899,0,3440,4,10624,198859,42642,66795,640,660,114.09263,971.0169582,30199,30924,271898,319811,0,299616,360355,14064,856.9243282,177427,59,17.42,14.32,100,NA
2025-2026,June,29,TAMIL NADU,2925,SIVAGANGAI,876902,262.739212801448,6,835,0,1499,3,9690,347117,80697,45587,16,19,138.68792,1050.7003933,53971,54997,186090,220920,0,202135,238509,11189,912.012473300001,315730,41,33.51,35.21,100,NA
2025-2026,June,29,TAMIL NADU,2926,TIRUNELVELI,545310,308.873865893707,10,121,0,548,0,5812,149210,35874,33793,139,139,57.4524,518.3230953,14496,14900,96511,113670,0,120139,139495,6360,460.8706953,131511,42,8.61,18.73,100,NA
2025-2026,June,29,TAMIL NADU,2930,KRISHNAGIRI,1214984,266.63286665675,8,446,22.7970376,1604,1,9150,349564,46349,38694,2077,2781,142.23463,1097.0841816,40107,40988,254682,285577,0,295606,333316,10754,932.052514,318038,69,16.25,23.09,100,NA
2025-2026,June,29,TAMIL NADU,2931,ARIYALUR,614656,374.931867307936,6,284,0,2120,0,3275,197525,42242,56488,3117,3022,44.05282,784.6369909,28599,31740,179866,254735,0,192058,268274,5395,740.5841709,154936,49,31.42,31.01,100,NA
2025-2026,June,29,TAMIL NADU,2933,CHENGALPATTU,627014,332.28980865121,8,1177,0,3427,0,6051,457855,204352,103543,10801,4269,71.93118,1593.3366834,54248,55481,194936,238674,0,219026,278216,9478,1521.4055034,404053,55,18.27,35.21,100,NA
2025-2026,June,29,TAMIL NADU,2938,MAYILADUTHURAI,378653,280.461781624114,7,200,0,713,0,5341,227287,97661,106491,118,275,45.44548,682.8986496,30300,35658,153127,233434,0,161904,243325,6054,637.4531696,178969,46,38.44,35.65,100,NA
2025-2026,June,29,TAMIL NADU,2904,VILLUPURAM,1931132,260.846274230637,7,3501,3.9974,2287,0,9970,576646,178430,176372,8641,6870,171.58596,1679.7429665,76944,81341,428131,597860,0,458649,640554,12257,1504.1596065,468642,48,24.93,20.85,100,NA
2025-2026,June,29,TAMIL NADU,2906,TIRUVANNAMALAI,3152728,174.63978604022,7,9859,0,3139,4,9722,1555526,366469,149735,46150,27644,208.27792,2924.8451982,215150,223587,512443,656128,0,540619,686517,12861,2716.5672782,1289356,42,42.3,42.32,100,NA
2025-2026,June,29,TAMIL NADU,2908,NAMAKKAL,614778,256.232541605476,8,1081,0.04995,1202,4,5845,418094,113700,63470,32167,20773,93.51801,1164.8608425,50853,52179,181545,226739,0,220530,276593,7047,1071.2928825,371097,43,38.06,58.42,100,NA
2025-2026,June,29,TAMIL NADU,2911,COIMBATORE,233709,477.767081831291,8,14,48.3518675,2030,2,3830,27740,8542,28806,1092,1741,66.8156,247.700056,3104,3161,74476,83244,0,109759,122710,5860,132.5325885,24614,59,31.83,22.85,100,NA
2025-2026,June,29,TAMIL NADU,2912,THE NILGIRIS,176255,352.576162661149,12,25,0,898,0,1963,37698,12775,11585,6366,3634,28.13095,161.0451118,3042,3323,30779,39275,0,55986,68491,2861,132.9141618,28539,86,15.66,12,100,NA
2025-2026,June,29,TAMIL NADU,2918,PERAMBALUR,483472,273.866635364626,8,627,3.5266271,417,0,2366,384107,115588,55099,1823,494,32.19221,1087.6597542,45455,49819,122803,174813,0,142969,197867,2783,1051.9409171,323411,54,50.33,51.66,100,NA
2025-2026,June,29,TAMIL NADU,2923,RAMANATHAPURAM,1287283,276.101600641799,9,2078,0.00679,1691,2,11652,365847,82249,62657,40,23,98.26998,1108.3861929,39877,41857,198014,244117,0,223184,271639,13343,1010.1094229,314290,66,23.49,28.88,100,NA
2025-2026,June,29,TAMIL NADU,2925,SIVAGANGAI,876902,272.690484663846,6,619,0,1449,3,9473,280318,65064,45577,12,19,138.68792,903.0884328,44903,45737,186062,220871,0,202086,238430,10922,764.4005128,254968,41,31.25,32.55,100,NA
2025-2026,June,29,TAMIL NADU,2928,KANNIYAKUMARI,167730,306.999711350911,8,98,16.0813358,296,3,2138,71263,5870,4122,111,243,40.983,275.8415401,8009,8236,38364,47673,1,77759,96011,2434,218.7772043,59346,58,47.44,44.59,100,NA
2025-2026,June,29,TAMIL NADU,2933,CHENGALPATTU,627014,335.016841074675,8,1130,0,3353,0,5735,427962,191840,103522,10294,4268,71.93118,1505.6759534,51727,52868,194893,238626,0,219004,278190,9088,1433.7447734,377977,54,17.93,34.08,100,NA
2025-2026,June,29,TAMIL NADU,2912,THE NILGIRIS,176255,351.284346577525,13,29,0,912,0,2076,44573,15140,11622,7529,3640,28.13095,184.7089218,3391,3712,30841,39362,0,55997,68507,2988,156.5779718,33773,86,15.61,11.32,100,NA
2025-2026,June,29,TAMIL NADU,2914,NAGAPATTINAM,340302,401.287270860047,9,48,0,2889,0,3297,84228,34868,82669,102,249,48.20696,386.2032025,8456,9917,106578,164568,0,119648,180124,6186,337.9962425,63744,70,9.55,4.53,100,NA
2025-2026,June,29,TAMIL NADU,2933,CHENGALPATTU,627014,322.550617800449,8,1236,0,3439,0,6185,490482,219637,103552,11282,4269,71.93118,1653.9839012,57695,58996,194947,238689,0,219061,278255,9624,1582.0527212,433096,55,18.3,36.64,100,NA
2025-2026,June,29,TAMIL NADU,2901,KANCHIPURAM,443578,294.891958494521,8,602,0.2901288,1509,0,4566,414114,158526,57178,7440,2531,65.11772,1286.5967338,46513,47458,128550,156838,0,141613,177965,6075,1221.188885,363531,59,37.61,52.22,100,NA
2025-2026,June,29,TAMIL NADU,2903,CUDDALORE,1392715,274.057329884063,8,2546,130.0949813,3059,2,12525,1177447,422631,252396,8732,3462,149.32593,3506.3007203,138348,153284,419000,676116,0,469666,737730,15584,3226.879809,945514,41,42.09,47.75,100.01,NA
2025-2026,June,29,TAMIL NADU,2914,NAGAPATTINAM,340302,387.202938468848,10,52,0,3001,0,3397,101022,42104,82681,118,249,48.20696,439.3671125,9349,11023,106608,164622,0,119670,180171,6398,391.1601525,76109,71,9.59,5.05,100,NA
2025-2026,June,29,TAMIL NADU,2915,TIRUVARUR,432827,368.301739076683,8,224,122.9812581,4782,0,5056,153685,65979,144993,6,39,94.31214,783.3179258,18519,21302,178986,271194,1,197393,293230,9838,566.0245277,116008,45,20.03,13.34,100,NA
2025-2026,June,29,TAMIL NADU,2919,PUDUKKOTTAI,946757,254.362624550622,8,662,0,2542,4,9688,798049,137951,82043,22,3,122.41406,2152.35244159999,97470,101367,293683,424198,0,332559,474525,12230,2029.93838159999,719103,46,18.32,50.14,100,NA
2025-2026,June,29,TAMIL NADU,2933,CHENGALPATTU,627014,315.449540257158,8,1394,0,3569,0,6403,581586,263666,103583,13357,4290,71.93118,1906.5415432,64696,66172,195017,238779,0,219128,278342,9972,1834.6103632,513505,56,19.01,40.37,100,NA
2025-2026,June,29,TAMIL NADU,2934,Ranipet,941355,317.201965650696,7,766,0,2171,0,5786,497652,132232,54576,8172,2292,61.28222,1639.8441461,63599,65989,158083,218918,0,182885,247982,7957,1578.5619261,449297,56,35.77,40.77,100,NA
2025-2026,June,29,TAMIL NADU,2936,TENKASI,570941,300.372302110637,10,294,0,1241,0,5212,182741,43317,62189,3,71,57.27983,606.1831786,17769,18902,138675,189381,0,164536,219039,6453,548.9033486,141853,54,18.11,24.06,100,NA
2025-2026,June,29,TAMIL NADU,2904,VILLUPURAM,1931132,250.918878267374,7,4550,3.9974,2452,0,10257,762080,229496,176400,10959,6871,171.58596,2087.7859475,105001,110382,428227,598037,0,458813,640821,12709,1912.2025875,622943,49,28.13,25.41,100,NA
2025-2026,June,29,TAMIL NADU,2905,VELLORE,467503,476.460606739723,9,127,0,1675,1,7366,109322,28734,37819,5134,4627,49.70634,570.5826045,11967,12371,132573,155204,0,146536,185648,9041,520.8762645,94790,68,14.83,18.43,100.01,NA
2025-2026,June,29,TAMIL NADU,2916,TIRUCHIRAPPALLI,851548,287.709791695053,6,1512,0,3056,3,6013,543098,109070,82904,6815,5096,84.71954,1647.2656645,80945,83256,302208,374260,1,322153,400689,9069,1562.5461245,473455,50,33.9,46.7,100,NA
2025-2026,June,29,TAMIL NADU,2917,KARUR,605092,401.011789128505,7,379,0,342,0,5798,147597,36229,36345,18,25,43.13854,635.0199104,19739,20318,123815,154587,0,142702,177367,6140,591.8813704,128161,69,58.81,74.97,100,NA
